Order Number,SKU,SKU Description,Prime Line Number,orderline_units_sold,Total without tax,Fulfillment Method,Ship Node Description,Order Date,Ship ZIP,Ship Latitude,Ship Longitude,Order line status,Shipment status Ship Date
2220002,SKU024021,sku_description_24021,4,1,304.26,STH,Store F,9/26/2025,49312,47.110627,-92.054657,Cancelled,
2220002,SKU026373,sku_description_26373,5,3,1081.02,STH,Store F,9/26/2025,49312,47.110627,-92.054657,Cancelled,
2220002,SKU031992,sku_description_31992,6,2,946.82,STH,Store F,9/26/2025,49312,47.110627,-92.054657,Cancelled,
2220002,SKU003341,sku_description_3341,7,1,711.63,STH,Store F,9/26/2025,49312,47.110627,-92.054657,Cancelled,
2220003,SKU022952,sku_description_22952,1,2,860.06,STH,Store G,1/11/2025,58105,45.678205,-91.050404,Cancelled,
2220003,SKU003471,sku_description_3471,2,1,18.26,STH,Store G,1/11/2025,58105,45.678205,-91.050404,Cancelled,
2220003,SKU004653,sku_description_4653,3,3,1145.85,STH,Store G,1/11/2025,58105,45.678205,-91.050404,Cancelled,
2220003,SKU016457,sku_description_16457,4,2,1081.62,STH,Store G,1/11/2025,58105,45.678205,-91.050404,Cancelled,
2220004,SKU038980,sku_description_38980,1,1,798.88,BOPIS,Store I,11/28/2025,28202,35.2271,-80.8431,Shipped,12/1/2025
2220004,SKU036113,sku_description_36113,2,2,1032.78,BOPIS,Store I,11/28/2025,28202,35.2271,-80.8431,Shipped,11/29/2025
2220004,SKU018767,sku_description_18767,3,4,2007.32,BOPIS,Store I,11/28/2025,28202,35.2271,-80.8431,Shipped,12/3/2025
2220004,SKU033326,sku_description_33326,4,3,2364.57,BOPIS,Store I,11/28/2025,28202,35.2271,-80.8431,Shipped,12/3/2025
2220005,SKU024814,sku_description_24814,1,4,1244.76,STH,Store I,6/20/2025,62116,46.968689,-122.542089,Shipped,6/25/2025
2220005,SKU032791,sku_description_32791,2,1,8.51,STH,Store I,6/20/2025,62116,46.968689,-122.542089,Shipped,6/22/2025
2220005,SKU036811,sku_description_36811,3,4,2203.72,STH,Store I,6/20/2025,62116,46.968689,-122.542089,Shipped,6/23/2025
2220005,SKU016859,sku_description_16859,4,4,2648.52,STH,Store I,6/20/2025,62116,46.968689,-122.542089,Shipped,6/24/2025
2220006,SKU038572,sku_description_38572,1,3,141.57,BOPIS,Store C,3/30/2025,48226,42.3314,-83.0458,Shipped,4/4/2025
2220007,SKU025876,sku_description_25876,1,3,460.83,BOPIS,Store E,8/23/2025,30303,33.749,-84.388,Cancelled,
2220007,SKU015414,sku_description_15414,2,3,743.94,BOPIS,Store E,8/23/2025,30303,33.749,-84.388,Cancelled,
2220007,SKU005518,sku_description_5518,3,2,1229.82,BOPIS,Store E,8/23/2025,30303,33.749,-84.388,Cancelled,
2220007,SKU019898,sku_description_19898,4,1,504.02,BOPIS,Store E,8/23/2025,30303,33.749,-84.388,Cancelled,
2220008,SKU003420,sku_description_3420,1,1,14.46,STH,Store D,9/10/2025,31401,42.908542,-100.995526,Shipped,9/14/2025
2220008,SKU013754,sku_description_13754,2,2,379.86,STH,Store D,9/10/2025,31401,42.908542,-100.995526,Shipped,9/15/2025
2220008,SKU014015,sku_description_14015,3,4,858.32,STH,Store D,9/10/2025,31401,42.908542,-100.995526,Shipped,9/11/2025
2220008,SKU030593,sku_description_30593,4,2,429.58,STH,Store D,9/10/2025,31401,42.908542,-100.995526,Shipped,9/11/2025
2220008,SKU003998,sku_description_3998,5,4,1269.88,STH,Store D,9/10/2025,31401,42.908542,-100.995526,Shipped,9/15/2025
2220008,SKU042342,sku_description_42342,6,1,730.71,STH,Store D,9/10/2025,31401,42.908542,-100.995526,Shipped,9/11/2025
2220009,SKU012691,sku_description_12691,1,1,474.45,STH,Store I,3/12/2025,07486,36.228381,-86.885242,Shipped,3/14/2025
2220010,SKU041357,sku_description_41357,1,3,909.63,STH,Store G,9/15/2025,27437,28.907681,-118.624655,Cancelled,
2220010,SKU031818,sku_description_31818,2,3,2328.84,STH,Store G,9/15/2025,27437,28.907681,-118.624655,Cancelled,
2220010,SKU002057,sku_description_2057,3,1,371.45,STH,Store G,9/15/2025,27437,28.907681,-118.624655,Cancelled,
2220010,SKU004978,sku_description_4978,4,4,668.68,STH,Store G,9/15/2025,27437,28.907681,-118.624655,Cancelled,
2220010,SKU027589,sku_description_27589,5,1,734.31,STH,Store G,9/15/2025,27437,28.907681,-118.624655,Cancelled,
2220010,SKU025407,sku_description_25407,6,1,178.09,STH,Store G,9/15/2025,27437,28.907681,-118.624655,Cancelled,
2220011,SKU024000,sku_description_24000,1,2,1019.4,STH,Store C,1/12/2025,52161,40.951206,-115.485046,Cancelled,
2220011,SKU004890,sku_description_4890,2,2,1105.94,STH,Store C,1/12/2025,52161,40.951206,-115.485046,Cancelled,
2220011,SKU003221,sku_description_3221,3,1,413.4,STH,Store C,1/12/2025,52161,40.951206,-115.485046,Cancelled,
2220011,SKU014160,sku_description_14160,4,1,15.29,STH,Store C,1/12/2025,52161,40.951206,-115.485046,Cancelled,
2220011,SKU012106,sku_description_12106,5,2,1357.02,STH,Store C,1/12/2025,52161,40.951206,-115.485046,Cancelled,
2220011,SKU026659,sku_description_26659,6,3,2129.52,STH,Store C,1/12/2025,52161,40.951206,-115.485046,Cancelled,
2220011,SKU042958,sku_description_42958,7,2,736.6,STH,Store C,1/12/2025,52161,40.951206,-115.485046,Cancelled,
2220012,SKU029901,sku_description_29901,1,3,1391.97,STH,Store F,6/19/2025,47403,30.324134,-109.394234,Cancelled,
2220013,SKU038232,sku_description_38232,1,1,459.96,STH,Store C,3/23/2025,96931,39.563146,-97.773716,Shipped,3/24/2025
2220013,SKU001593,sku_description_1593,2,1,105.33,STH,Store C,3/23/2025,96931,39.563146,-97.773716,Shipped,3/26/2025
2220013,SKU042220,sku_description_42220,3,1,761,STH,Store C,3/23/2025,96931,39.563146,-97.773716,Shipped,3/26/2025
2220013,SKU041735,sku_description_41735,4,2,817.58,STH,Store C,3/23/2025,96931,39.563146,-97.773716,Shipped,3/28/2025
2220013,SKU014465,sku_description_14465,5,2,1576.78,STH,Store C,3/23/2025,96931,39.563146,-97.773716,Shipped,3/26/2025
2220013,SKU000244,sku_description_244,6,2,596.04,STH,Store C,3/23/2025,96931,39.563146,-97.773716,Shipped,3/25/2025
2220014,SKU031246,sku_description_31246,1,1,528.49,STH,Store C,1/2/2025,89634,33.931605,-67.959242,Shipped,1/6/2025
2220014,SKU034256,sku_description_34256,2,1,275.31,STH,Store C,1/2/2025,89634,33.931605,-67.959242,Shipped,1/7/2025
2220014,SKU035845,sku_description_35845,3,4,1610.08,STH,Store C,1/2/2025,89634,33.931605,-67.959242,Shipped,1/6/2025
2220014,SKU017737,sku_description_17737,4,4,2178.08,STH,Store C,1/2/2025,89634,33.931605,-67.959242,Shipped,1/5/2025
2220015,SKU014039,sku_description_14039,1,1,420.61,STH,Store I,10/20/2025,09754,45.397383,-101.480528,Shipped,10/21/2025
2220015,SKU040275,sku_description_40275,2,1,543.47,STH,Store I,10/20/2025,09754,45.397383,-101.480528,Shipped,10/24/2025
2220015,SKU027000,sku_description_27000,3,2,166.94,STH,Store I,10/20/2025,09754,45.397383,-101.480528,Shipped,10/22/2025
2220015,SKU017149,sku_description_17149,4,3,896.7,STH,Store I,10/20/2025,09754,45.397383,-101.480528,Shipped,10/25/2025
2220015,SKU001927,sku_description_1927,5,3,1415.4,STH,Store I,10/20/2025,09754,45.397383,-101.480528,Shipped,10/21/2025
2220016,SKU021617,sku_description_21617,1,3,858.33,BOPIS,Store C,6/8/2025,48226,42.3314,-83.0458,Cancelled,
2220016,SKU012273,sku_description_12273,2,4,2976.88,BOPIS,Store C,6/8/2025,48226,42.3314,-83.0458,Cancelled,
2220016,SKU035845,sku_description_35845,3,1,402.52,BOPIS,Store C,6/8/2025,48226,42.3314,-83.0458,Cancelled,
2220016,SKU004781,sku_description_4781,4,3,172.02,BOPIS,Store C,6/8/2025,48226,42.3314,-83.0458,Cancelled,
2220016,SKU033425,sku_description_33425,5,4,892.72,BOPIS,Store C,6/8/2025,48226,42.3314,-83.0458,Cancelled,
2220016,SKU010809,sku_description_10809,6,1,621.78,BOPIS,Store C,6/8/2025,48226,42.3314,-83.0458,Cancelled,
2220016,SKU004167,sku_description_4167,7,1,194.52,BOPIS,Store C,6/8/2025,48226,42.3314,-83.0458,Cancelled,
2220017,SKU036013,sku_description_36013,1,3,886.89,BOPIS,Store J,9/14/2025,02108,42.3601,-71.0589,Cancelled,
2220017,SKU005483,sku_description_5483,2,1,358.72,BOPIS,Store J,9/14/2025,02108,42.3601,-71.0589,Cancelled,
2220017,SKU022699,sku_description_22699,3,2,637.88,BOPIS,Store J,9/14/2025,02108,42.3601,-71.0589,Cancelled,
2220018,SKU001184,sku_description_1184,1,2,1491.66,BOPIS,Store D,9/16/2025,15222,40.4406,-79.9959,Shipped,9/17/2025
2220018,SKU006680,sku_description_6680,2,1,423.48,BOPIS,Store D,9/16/2025,15222,40.4406,-79.9959,Shipped,9/18/2025
2220019,SKU031032,sku_description_31032,1,3,2189.04,STH,Store C,7/6/2025,75037,42.314529,-88.568056,Shipped,7/9/2025
2220019,SKU034499,sku_description_34499,2,3,1577.01,STH,Store C,7/6/2025,75037,42.314529,-88.568056,Shipped,7/9/2025
2220019,SKU039084,sku_description_39084,3,1,95.89,STH,Store C,7/6/2025,75037,42.314529,-88.568056,Shipped,7/9/2025
2220019,SKU003077,sku_description_3077,4,1,757.55,STH,Store C,7/6/2025,75037,42.314529,-88.568056,Shipped,7/9/2025
2220019,SKU006012,sku_description_6012,5,3,1964.4,STH,Store C,7/6/2025,75037,42.314529,-88.568056,Shipped,7/7/2025
2220019,SKU034256,sku_description_34256,6,3,825.93,STH,Store C,7/6/2025,75037,42.314529,-88.568056,Shipped,7/9/2025
2220019,SKU013921,sku_description_13921,7,3,422.94,STH,Store C,7/6/2025,75037,42.314529,-88.568056,Shipped,7/7/2025
2220020,SKU033008,sku_description_33008,1,1,516.74,STH,Store I,3/28/2025,56689,30.436556,-119.783129,Shipped,4/2/2025
2220020,SKU035583,sku_description_35583,2,1,210.17,STH,Store I,3/28/2025,56689,30.436556,-119.783129,Shipped,3/31/2025
2220020,SKU006150,sku_description_6150,3,2,1514.22,STH,Store I,3/28/2025,56689,30.436556,-119.783129,Shipped,3/30/2025
2220020,SKU017124,sku_description_17124,4,2,1281.86,STH,Store I,3/28/2025,56689,30.436556,-119.783129,Shipped,4/2/2025
2220020,SKU011626,sku_description_11626,5,1,59.88,STH,Store I,3/28/2025,56689,30.436556,-119.783129,Shipped,4/2/2025
2220020,SKU030960,sku_description_30960,6,4,2655.6,STH,Store I,3/28/2025,56689,30.436556,-119.783129,Shipped,4/1/2025
2220020,SKU012311,sku_description_12311,7,2,985.48,STH,Store I,3/28/2025,56689,30.436556,-119.783129,Shipped,4/2/2025
2220021,SKU019943,sku_description_19943,1,3,2347.62,BOPIS,Store A,5/1/2025,55401,44.9833,-93.2667,Cancelled,
2220021,SKU015816,sku_description_15816,2,2,1089.4,BOPIS,Store A,5/1/2025,55401,44.9833,-93.2667,Cancelled,
2220021,SKU013555,sku_description_13555,3,3,1928.82,BOPIS,Store A,5/1/2025,55401,44.9833,-93.2667,Cancelled,
2220022,SKU033737,sku_description_33737,1,4,1115.04,BOPIS,Store F,5/5/2025,37219,36.1627,-86.7816,Cancelled,
2220023,SKU007050,sku_description_7050,1,2,782.4,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/24/2025
2220023,SKU005800,sku_description_5800,2,1,133.49,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/25/2025
2220023,SKU022035,sku_description_22035,3,1,754.24,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/22/2025
2220023,SKU012762,sku_description_12762,4,4,1990.36,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/22/2025
2220023,SKU004485,sku_description_4485,5,3,511.38,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/24/2025
2220023,SKU025031,sku_description_25031,6,3,1294.32,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/24/2025
2220024,SKU029979,sku_description_29979,1,4,788.16,STH,Store D,9/25/2025,17677,32.801857,-103.99266,Cancelled,
2220024,SKU015109,sku_description_15109,2,4,1870.64,STH,Store D,9/25/2025,17677,32.801857,-103.99266,Cancelled,
2220024,SKU001552,sku_description_1552,3,1,482.48,STH,Store D,9/25/2025,17677,32.801857,-103.99266,Cancelled,
2220025,SKU001565,sku_description_1565,1,3,1975.86,BOPIS,Store H,12/7/2025,33602,27.9506,-82.4572,Cancelled,
2220025,SKU030913,sku_description_30913,2,1,489.36,BOPIS,Store H,12/7/2025,33602,27.9506,-82.4572,Cancelled,
2220025,SKU026626,sku_description_26626,3,3,485.97,BOPIS,Store H,12/7/2025,33602,27.9506,-82.4572,Cancelled,
2220025,SKU032143,sku_description_32143,4,1,225.45,BOPIS,Store H,12/7/2025,33602,27.9506,-82.4572,Cancelled,
2220025,SKU026782,sku_description_26782,5,2,841.94,BOPIS,Store H,12/7/2025,33602,27.9506,-82.4572,Cancelled,
2220025,SKU008680,sku_description_8680,6,2,235.28,BOPIS,Store H,12/7/2025,33602,27.9506,-82.4572,Cancelled,
2220026,SKU027589,sku_description_27589,1,1,734.31,STH,Store D,8/20/2025,37162,34.269813,-107.384669,Shipped,8/21/2025
2220026,SKU001264,sku_description_1264,2,2,731.62,STH,Store D,8/20/2025,37162,34.269813,-107.384669,Shipped,8/22/2025
2220026,SKU034914,sku_description_34914,3,1,543.33,STH,Store D,8/20/2025,37162,34.269813,-107.384669,Shipped,8/21/2025
2220026,SKU006079,sku_description_6079,4,4,1770.84,STH,Store D,8/20/2025,37162,34.269813,-107.384669,Shipped,8/25/2025
2220026,SKU042349,sku_description_42349,5,1,366.19,STH,Store D,8/20/2025,37162,34.269813,-107.384669,Shipped,8/25/2025
2220027,SKU022900,sku_description_22900,1,4,2031.16,BOPIS,Store E,10/25/2025,30303,33.749,-84.388,Cancelled,
2220027,SKU014168,sku_description_14168,2,1,696.71,BOPIS,Store E,10/25/2025,30303,33.749,-84.388,Cancelled,
2220027,SKU031784,sku_description_31784,3,2,288.08,BOPIS,Store E,10/25/2025,30303,33.749,-84.388,Cancelled,
2220027,SKU014752,sku_description_14752,4,2,322.5,BOPIS,Store E,10/25/2025,30303,33.749,-84.388,Cancelled,
2220027,SKU031833,sku_description_31833,5,2,1045.34,BOPIS,Store E,10/25/2025,30303,33.749,-84.388,Cancelled,
2220027,SKU028258,sku_description_28258,6,3,811.29,BOPIS,Store E,10/25/2025,30303,33.749,-84.388,Cancelled,
2220028,SKU028810,sku_description_28810,1,3,2326.59,STH,Store F,5/14/2025,40693,33.942906,-94.989261,Shipped,5/19/2025
2220028,SKU010087,sku_description_10087,2,1,573.79,STH,Store F,5/14/2025,40693,33.942906,-94.989261,Shipped,5/19/2025
2220029,SKU039265,sku_description_39265,1,1,646.25,STH,Store E,10/31/2025,60868,27.365327,-100.785223,Cancelled,
2220029,SKU031818,sku_description_31818,2,2,1552.56,STH,Store E,10/31/2025,60868,27.365327,-100.785223,Cancelled,
2220029,SKU032500,sku_description_32500,3,1,390.12,STH,Store E,10/31/2025,60868,27.365327,-100.785223,Cancelled,
2220029,SKU029245,sku_description_29245,4,2,131.18,STH,Store E,10/31/2025,60868,27.365327,-100.785223,Cancelled,
2220029,SKU001532,sku_description_1532,5,2,978.88,STH,Store E,10/31/2025,60868,27.365327,-100.785223,Cancelled,
2220030,SKU006944,sku_description_6944,1,1,40.43,STH,Store C,1/10/2025,41360,39.094486,-102.996688,Shipped,1/14/2025
2220030,SKU031297,sku_description_31297,2,1,63.79,STH,Store C,1/10/2025,41360,39.094486,-102.996688,Shipped,1/15/2025
2220031,SKU034121,sku_description_34121,1,3,364.59,STH,Store D,8/2/2025,82822,37.243463,-96.311499,Shipped,8/4/2025
2220031,SKU002250,sku_description_2250,2,2,189.2,STH,Store D,8/2/2025,82822,37.243463,-96.311499,Shipped,8/4/2025
2220031,SKU026910,sku_description_26910,3,4,2831.88,STH,Store D,8/2/2025,82822,37.243463,-96.311499,Shipped,8/7/2025
2220032,SKU013754,sku_description_13754,1,2,379.86,STH,Store H,7/21/2025,47642,45.218321,-76.499409,Cancelled,
2220032,SKU017582,sku_description_17582,2,3,891.03,STH,Store H,7/21/2025,47642,45.218321,-76.499409,Cancelled,
2220032,SKU038941,sku_description_38941,3,4,2500.48,STH,Store H,7/21/2025,47642,45.218321,-76.499409,Cancelled,
2220032,SKU034026,sku_description_34026,4,4,501.8,STH,Store H,7/21/2025,47642,45.218321,-76.499409,Cancelled,
2220032,SKU026078,sku_description_26078,5,2,54.46,STH,Store H,7/21/2025,47642,45.218321,-76.499409,Cancelled,
2220033,SKU007735,sku_description_7735,1,3,218.4,STH,Store H,11/4/2025,43470,31.983806,-93.639674,Shipped,11/6/2025
2220033,SKU000079,sku_description_79,2,1,288.7,STH,Store H,11/4/2025,43470,31.983806,-93.639674,Shipped,11/9/2025
2220033,SKU041630,sku_description_41630,3,1,314.67,STH,Store H,11/4/2025,43470,31.983806,-93.639674,Shipped,11/8/2025
2220033,SKU011967,sku_description_11967,4,3,2107.71,STH,Store H,11/4/2025,43470,31.983806,-93.639674,Shipped,11/5/2025
2220033,SKU016808,sku_description_16808,5,3,2281.26,STH,Store H,11/4/2025,43470,31.983806,-93.639674,Shipped,11/6/2025
2220034,SKU036811,sku_description_36811,1,4,2203.72,BOPIS,Store A,3/18/2025,55401,44.9833,-93.2667,Shipped,3/22/2025
2220034,SKU037492,sku_description_37492,2,2,1075.44,BOPIS,Store A,3/18/2025,55401,44.9833,-93.2667,Shipped,3/20/2025
2220034,SKU039775,sku_description_39775,3,1,454.58,BOPIS,Store A,3/18/2025,55401,44.9833,-93.2667,Shipped,3/21/2025
2220034,SKU001792,sku_description_1792,4,3,1772.19,BOPIS,Store A,3/18/2025,55401,44.9833,-93.2667,Shipped,3/21/2025
2220034,SKU040399,sku_description_40399,5,1,186.59,BOPIS,Store A,3/18/2025,55401,44.9833,-93.2667,Shipped,3/20/2025
2220034,SKU025401,sku_description_25401,6,3,1236.57,BOPIS,Store A,3/18/2025,55401,44.9833,-93.2667,Shipped,3/20/2025
2220034,SKU017778,sku_description_17778,7,4,53.88,BOPIS,Store A,3/18/2025,55401,44.9833,-93.2667,Shipped,3/22/2025
2220035,SKU007305,sku_description_7305,1,4,141.4,BOPIS,Store D,10/3/2025,15222,40.4406,-79.9959,Shipped,10/6/2025
2220035,SKU041522,sku_description_41522,2,4,2377.96,BOPIS,Store D,10/3/2025,15222,40.4406,-79.9959,Shipped,10/4/2025
2220035,SKU038071,sku_description_38071,3,1,408.61,BOPIS,Store D,10/3/2025,15222,40.4406,-79.9959,Shipped,10/4/2025
2220035,SKU042557,sku_description_42557,4,2,1560.48,BOPIS,Store D,10/3/2025,15222,40.4406,-79.9959,Shipped,10/4/2025
2220035,SKU007731,sku_description_7731,5,1,423.38,BOPIS,Store D,10/3/2025,15222,40.4406,-79.9959,Shipped,10/5/2025
2220035,SKU034572,sku_description_34572,6,2,28.68,BOPIS,Store D,10/3/2025,15222,40.4406,-79.9959,Shipped,10/4/2025
2220035,SKU025842,sku_description_25842,7,2,858.52,BOPIS,Store D,10/3/2025,15222,40.4406,-79.9959,Shipped,10/5/2025
2220036,SKU006727,sku_description_6727,1,1,271.88,STH,Store C,10/14/2025,53655,39.598535,-82.873827,Cancelled,
2220036,SKU007416,sku_description_7416,2,4,1744.36,STH,Store C,10/14/2025,53655,39.598535,-82.873827,Cancelled,
2220036,SKU015498,sku_description_15498,3,3,72.24,STH,Store C,10/14/2025,53655,39.598535,-82.873827,Cancelled,
2220036,SKU001212,sku_description_1212,4,4,1451.04,STH,Store C,10/14/2025,53655,39.598535,-82.873827,Cancelled,
2220036,SKU042890,sku_description_42890,5,4,1050.28,STH,Store C,10/14/2025,53655,39.598535,-82.873827,Cancelled,
2220036,SKU015375,sku_description_15375,6,2,70.58,STH,Store C,10/14/2025,53655,39.598535,-82.873827,Cancelled,
2220037,SKU009158,sku_description_9158,1,3,1455.45,STH,Store E,11/10/2025,28230,34.711861,-76.777214,Shipped,11/15/2025
2220038,SKU039147,sku_description_39147,1,1,428.5,STH,Store A,6/26/2025,83030,42.157603,-70.472915,Shipped,6/29/2025
2220038,SKU003873,sku_description_3873,2,1,127.98,STH,Store A,6/26/2025,83030,42.157603,-70.472915,Shipped,7/1/2025
2220038,SKU032791,sku_description_32791,3,4,34.04,STH,Store A,6/26/2025,83030,42.157603,-70.472915,Shipped,6/28/2025
2220038,SKU005329,sku_description_5329,4,4,1413.32,STH,Store A,6/26/2025,83030,42.157603,-70.472915,Shipped,6/27/2025
2220038,SKU024021,sku_description_24021,5,3,912.78,STH,Store A,6/26/2025,83030,42.157603,-70.472915,Shipped,6/29/2025
2220039,SKU038878,sku_description_38878,1,3,155.25,BOPIS,Store G,6/9/2025,32202,30.3322,-81.6557,Cancelled,
2220039,SKU010568,sku_description_10568,2,2,697.9,BOPIS,Store G,6/9/2025,32202,30.3322,-81.6557,Cancelled,
2220039,SKU010414,sku_description_10414,3,2,466.14,BOPIS,Store G,6/9/2025,32202,30.3322,-81.6557,Cancelled,
2220039,SKU038071,sku_description_38071,4,4,1634.44,BOPIS,Store G,6/9/2025,32202,30.3322,-81.6557,Cancelled,
2220039,SKU009376,sku_description_9376,5,4,798.44,BOPIS,Store G,6/9/2025,32202,30.3322,-81.6557,Cancelled,
2220039,SKU033859,sku_description_33859,6,3,768.6,BOPIS,Store G,6/9/2025,32202,30.3322,-81.6557,Cancelled,
2220040,SKU019643,sku_description_19643,1,2,852.04,STH,Store D,4/28/2025,79226,43.717982,-79.85253,Shipped,4/29/2025
2220040,SKU005824,sku_description_5824,2,3,1758.9,STH,Store D,4/28/2025,79226,43.717982,-79.85253,Shipped,5/3/2025
2220040,SKU029745,sku_description_29745,3,3,2049.93,STH,Store D,4/28/2025,79226,43.717982,-79.85253,Shipped,4/30/2025
2220040,SKU022912,sku_description_22912,4,4,1087.36,STH,Store D,4/28/2025,79226,43.717982,-79.85253,Shipped,5/1/2025
2220040,SKU041133,sku_description_41133,5,2,811.82,STH,Store D,4/28/2025,79226,43.717982,-79.85253,Shipped,5/1/2025
2220041,SKU013742,sku_description_13742,1,1,67.45,STH,Store I,1/14/2025,47562,33.180262,-113.642091,Shipped,1/19/2025
2220042,SKU033170,sku_description_33170,1,4,85.2,STH,Store G,6/21/2025,73565,43.393249,-120.379344,Cancelled,
2220042,SKU017582,sku_description_17582,2,2,594.02,STH,Store G,6/21/2025,73565,43.393249,-120.379344,Cancelled,
2220042,SKU008132,sku_description_8132,3,3,1464.09,STH,Store G,6/21/2025,73565,43.393249,-120.379344,Cancelled,
2220042,SKU011298,sku_description_11298,4,3,324.21,STH,Store G,6/21/2025,73565,43.393249,-120.379344,Cancelled,
2220042,SKU014848,sku_description_14848,5,3,2373.12,STH,Store G,6/21/2025,73565,43.393249,-120.379344,Cancelled,
2220042,SKU033367,sku_description_33367,6,3,194.82,STH,Store G,6/21/2025,73565,43.393249,-120.379344,Cancelled,
2220042,SKU037258,sku_description_37258,7,2,936.6,STH,Store G,6/21/2025,73565,43.393249,-120.379344,Cancelled,
2220043,SKU009339,sku_description_9339,1,1,250.55,STH,Store F,6/16/2025,19198,30.495264,-110.280414,Cancelled,
2220043,SKU026398,sku_description_26398,2,2,823.92,STH,Store F,6/16/2025,19198,30.495264,-110.280414,Cancelled,
2220043,SKU033818,sku_description_33818,3,3,1362.3,STH,Store F,6/16/2025,19198,30.495264,-110.280414,Cancelled,
2220043,SKU003639,sku_description_3639,4,4,941.16,STH,Store F,6/16/2025,19198,30.495264,-110.280414,Cancelled,
2220043,SKU036511,sku_description_36511,5,3,517.68,STH,Store F,6/16/2025,19198,30.495264,-110.280414,Cancelled,
2220043,SKU030529,sku_description_30529,6,3,1471.41,STH,Store F,6/16/2025,19198,30.495264,-110.280414,Cancelled,
2220043,SKU031701,sku_description_31701,7,1,136.64,STH,Store F,6/16/2025,19198,30.495264,-110.280414,Cancelled,
2220044,SKU040092,sku_description_40092,1,1,371.79,STH,Store E,7/5/2025,20697,27.693944,-84.812632,Shipped,7/7/2025
2220044,SKU025072,sku_description_25072,2,4,627.88,STH,Store E,7/5/2025,20697,27.693944,-84.812632,Shipped,7/6/2025
2220044,SKU027963,sku_description_27963,3,4,63.4,STH,Store E,7/5/2025,20697,27.693944,-84.812632,Shipped,7/6/2025
2220045,SKU031734,sku_description_31734,1,4,3045.36,STH,Store F,4/7/2025,77313,41.13116,-114.239234,Shipped,4/11/2025
2220045,SKU030527,sku_description_30527,2,1,250.05,STH,Store F,4/7/2025,77313,41.13116,-114.239234,Shipped,4/11/2025
2220045,SKU013754,sku_description_13754,3,2,379.86,STH,Store F,4/7/2025,77313,41.13116,-114.239234,Shipped,4/11/2025
2220045,SKU019691,sku_description_19691,4,3,161.22,STH,Store F,4/7/2025,77313,41.13116,-114.239234,Shipped,4/11/2025
2220046,SKU015805,sku_description_15805,1,3,1048.98,STH,Store A,6/7/2025,07513,29.779762,-90.769928,Shipped,6/8/2025
2220047,SKU025465,sku_description_25465,1,1,608.69,STH,Store A,1/5/2025,05929,47.363194,-111.899806,Shipped,1/9/2025
2220047,SKU006526,sku_description_6526,2,3,2396.55,STH,Store A,1/5/2025,05929,47.363194,-111.899806,Shipped,1/8/2025
2220047,SKU034120,sku_description_34120,3,1,717.98,STH,Store A,1/5/2025,05929,47.363194,-111.899806,Shipped,1/7/2025
