Order Number,SKU,SKU Description,Prime Line Number,orderline_units_sold,Total without tax,Fulfillment Method,Ship Node Description,Order Date,Ship ZIP,Ship Latitude,Ship Longitude,Order line status,Shipment status Ship Date
2220020,SKU033008,sku_description_33008,1,1,516.74,STH,Store I,03/28/2025,56689,30.436556,-119.783129,Shipped,04/02/2025
2220020,SKU035583,sku_description_35583,2,1,210.17,STH,Store I,03/28/2025,56689,30.436556,-119.783129,Shipped,03/31/2025
2220020,SKU006150,sku_description_6150,3,2,1514.22,STH,Store I,03/28/2025,56689,30.436556,-119.783129,Shipped,03/30/2025
2220020,SKU017124,sku_description_17124,4,2,1281.86,STH,Store I,03/28/2025,56689,30.436556,-119.783129,Shipped,04/02/2025
2220020,SKU011626,sku_description_11626,5,1,59.88,STH,Store I,03/28/2025,56689,30.436556,-119.783129,Shipped,04/02/2025
2220020,SKU030960,sku_description_30960,6,4,2655.6,STH,Store I,03/28/2025,56689,30.436556,-119.783129,Shipped,04/01/2025
2220020,SKU012311,sku_description_12311,7,2,985.48,STH,Store I,03/28/2025,56689,30.436556,-119.783129,Shipped,04/02/2025
2220023,SKU007050,sku_description_7050,1,2,782.4,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/24/2025
2220023,SKU005800,sku_description_5800,2,1,133.49,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/25/2025
2220023,SKU022035,sku_description_22035,3,1,754.24,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/22/2025
2220023,SKU012762,sku_description_12762,4,4,1990.36,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/22/2025
2220023,SKU004485,sku_description_4485,5,3,511.38,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/24/2025
2220023,SKU025031,sku_description_25031,6,3,1294.32,STH,Store A,10/21/2025,47055,43.929349,-72.234106,Shipped,10/24/2025
2220026,SKU027589,sku_description_27589,1,1,734.31,STH,Store D,08/20/2025,37162,34.269813,-107.384669,Shipped,08/21/2025
2220026,SKU001264,sku_description_1264,2,2,731.62,STH,Store D,08/20/2025,37162,34.269813,-107.384669,Shipped,08/22/2025
2220026,SKU034914,sku_description_34914,3,1,543.33,STH,Store D,08/20/2025,37162,34.269813,-107.384669,Shipped,08/21/2025
2220026,SKU006079,sku_description_6079,4,4,1770.84,STH,Store D,08/20/2025,37162,34.269813,-107.384669,Shipped,08/25/2025
2220026,SKU042349,sku_description_42349,5,1,366.19,STH,Store D,08/20/2025,37162,34.269813,-107.384669,Shipped,08/25/2025
2220028,SKU028810,sku_description_28810,1,3,2326.59,STH,Store F,05/14/2025,40693,33.942906,-94.989261,Shipped,05/19/2025
2220028,SKU010087,sku_description_10087,2,1,573.79,STH,Store F,05/14/2025,40693,33.942906,-94.989261,Shipped,05/19/2025
2220030,SKU006944,sku_description_6944,1,1,40.43,STH,Store C,01/10/2025,41360,39.094486,-102.996688,Shipped,01/14/2025
2220030,SKU031297,sku_description_31297,2,1,63.79,STH,Store C,01/10/2025,41360,39.094486,-102.996688,Shipped,01/15/2025
2220031,SKU034121,sku_description_34121,1,3,364.59,STH,Store D,08/02/2025,82822,37.243463,-96.311499,Shipped,08/04/2025
2220031,SKU002250,sku_description_2250,2,2,189.2,STH,Store D,08/02/2025,82822,37.243463,-96.311499,Shipped,08/04/2025
2220031,SKU026910,sku_description_26910,3,4,2831.88,STH,Store D,08/02/2025,82822,37.243463,-96.311499,Shipped,08/07/2025
2220033,SKU007735,sku_description_7735,1,3,218.4,STH,Store H,11/04/2025,43470,31.983806,-93.639674,Shipped,11/06/2025
2220033,SKU000079,sku_description_79,2,1,288.7,STH,Store H,11/04/2025,43470,31.983806,-93.639674,Shipped,11/09/2025
2220033,SKU041630,sku_description_41630,3,1,314.67,STH,Store H,11/04/2025,43470,31.983806,-93.639674,Shipped,11/08/2025
2220033,SKU011967,sku_description_11967,4,3,2107.71,STH,Store H,11/04/2025,43470,31.983806,-93.639674,Shipped,11/05/2025
2220033,SKU016808,sku_description_16808,5,3,2281.26,STH,Store H,11/04/2025,43470,31.983806,-93.639674,Shipped,11/06/2025
2220034,SKU036811,sku_description_36811,1,4,2203.72,BOPIS,Store A,03/18/2025,55401,44.9833,-93.2667,Shipped,03/22/2025
2220034,SKU037492,sku_description_37492,2,2,1075.44,BOPIS,Store A,03/18/2025,55401,44.9833,-93.2667,Shipped,03/20/2025
2220034,SKU039775,sku_description_39775,3,1,454.58,BOPIS,Store A,03/18/2025,55401,44.9833,-93.2667,Shipped,03/21/2025
2220034,SKU001792,sku_description_1792,4,3,1772.19,BOPIS,Store A,03/18/2025,55401,44.9833,-93.2667,Shipped,03/21/2025
2220034,SKU040399,sku_description_40399,5,1,186.59,BOPIS,Store A,03/18/2025,55401,44.9833,-93.2667,Shipped,03/20/2025
2220034,SKU025401,sku_description_25401,6,3,1236.57,BOPIS,Store A,03/18/2025,55401,44.9833,-93.2667,Shipped,03/20/2025
2220034,SKU017778,sku_description_17778,7,4,53.88,BOPIS,Store A,03/18/2025,55401,44.9833,-93.2667,Shipped,03/22/2025
2220035,SKU007305,sku_description_7305,1,4,141.4,BOPIS,Store D,10/03/2025,15222,40.4406,-79.9959,Shipped,10/06/2025
2220035,SKU041522,sku_description_41522,2,4,2377.96,BOPIS,Store D,10/03/2025,15222,40.4406,-79.9959,Shipped,10/04/2025
2220035,SKU038071,sku_description_38071,3,1,408.61,BOPIS,Store D,10/03/2025,15222,40.4406,-79.9959,Shipped,10/04/2025
2220035,SKU042557,sku_description_42557,4,2,1560.48,BOPIS,Store D,10/03/2025,15222,40.4406,-79.9959,Shipped,10/04/2025
2220035,SKU007731,sku_description_7731,5,1,423.38,BOPIS,Store D,10/03/2025,15222,40.4406,-79.9959,Shipped,10/05/2025
2220035,SKU034572,sku_description_34572,6,2,28.68,BOPIS,Store D,10/03/2025,15222,40.4406,-79.9959,Shipped,10/04/2025
2220035,SKU025842,sku_description_25842,7,2,858.52,BOPIS,Store D,10/03/2025,15222,40.4406,-79.9959,Shipped,10/05/2025
2220037,SKU009158,sku_description_9158,1,3,1455.45,STH,Store E,11/10/2025,28230,34.711861,-76.777214,Shipped,11/15/2025
2220038,SKU039147,sku_description_39147,1,1,428.5,STH,Store A,06/26/2025,83030,42.157603,-70.472915,Shipped,06/29/2025
2220038,SKU003873,sku_description_3873,2,1,127.98,STH,Store A,06/26/2025,83030,42.157603,-70.472915,Shipped,07/01/2025
2220038,SKU032791,sku_description_32791,3,4,34.04,STH,Store A,06/26/2025,83030,42.157603,-70.472915,Shipped,06/28/2025
2220038,SKU005329,sku_description_5329,4,4,1413.32,STH,Store A,06/26/2025,83030,42.157603,-70.472915,Shipped,06/27/2025
2220038,SKU024021,sku_description_24021,5,3,912.78,STH,Store A,06/26/2025,83030,42.157603,-70.472915,Shipped,06/29/2025
2220040,SKU019643,sku_description_19643,1,2,852.04,STH,Store D,04/28/2025,79226,43.717982,-79.85253,Shipped,04/29/2025
2220040,SKU005824,sku_description_5824,2,3,1758.9,STH,Store D,04/28/2025,79226,43.717982,-79.85253,Shipped,05/03/2025
2220040,SKU029745,sku_description_29745,3,3,2049.93,STH,Store D,04/28/2025,79226,43.717982,-79.85253,Shipped,04/30/2025
2220040,SKU022912,sku_description_22912,4,4,1087.36,STH,Store D,04/28/2025,79226,43.717982,-79.85253,Shipped,05/01/2025
2220040,SKU041133,sku_description_41133,5,2,811.82,STH,Store D,04/28/2025,79226,43.717982,-79.85253,Shipped,05/01/2025
2220041,SKU013742,sku_description_13742,1,1,67.45,STH,Store I,01/14/2025,47562,33.180262,-113.642091,Shipped,01/19/2025
2220044,SKU040092,sku_description_40092,1,1,371.79,STH,Store E,07/05/2025,20697,27.693944,-84.812632,Shipped,07/07/2025
2220044,SKU025072,sku_description_25072,2,4,627.88,STH,Store E,07/05/2025,20697,27.693944,-84.812632,Shipped,07/06/2025
2220044,SKU027963,sku_description_27963,3,4,63.4,STH,Store E,07/05/2025,20697,27.693944,-84.812632,Shipped,07/06/2025
2220045,SKU031734,sku_description_31734,1,4,3045.36,STH,Store F,04/07/2025,77313,41.13116,-114.239234,Shipped,04/11/2025
2220045,SKU030527,sku_description_30527,2,1,250.05,STH,Store F,04/07/2025,77313,41.13116,-114.239234,Shipped,04/11/2025
2220045,SKU013754,sku_description_13754,3,2,379.86,STH,Store F,04/07/2025,77313,41.13116,-114.239234,Shipped,04/11/2025
2220045,SKU019691,sku_description_19691,4,3,161.22,STH,Store F,04/07/2025,77313,41.13116,-114.239234,Shipped,04/11/2025
2220046,SKU015805,sku_description_15805,1,3,1048.98,STH,Store A,06/07/2025,07513,29.779762,-90.769928,Shipped,06/08/2025
2220047,SKU025465,sku_description_25465,1,1,608.69,STH,Store A,01/05/2025,05929,47.363194,-111.899806,Shipped,01/09/2025
2220047,SKU006526,sku_description_6526,2,3,2396.55,STH,Store A,01/05/2025,05929,47.363194,-111.899806,Shipped,01/08/2025
2220047,SKU034120,sku_description_34120,3,1,717.98,STH,Store A,01/05/2025,05929,47.363194,-111.899806,Shipped,01/07/2025
2220047,SKU036148,sku_description_36148,4,1,137.83,STH,Store A,01/05/2025,05929,47.363194,-111.899806,Shipped,01/07/2025
2220047,SKU000911,sku_description_911,5,2,946.94,STH,Store A,01/05/2025,05929,47.363194,-111.899806,Shipped,01/08/2025
2220047,SKU020416,sku_description_20416,6,2,338.0,STH,Store A,01/05/2025,05929,47.363194,-111.899806,Shipped,01/09/2025
2220047,SKU017795,sku_description_17795,7,4,2911.84,STH,Store A,01/05/2025,05929,47.363194,-111.899806,Shipped,01/07/2025
2220048,SKU010515,sku_description_10515,1,2,1037.24,STH,Store B,07/16/2025,70958,32.973921,-107.089969,Shipped,07/20/2025
2220048,SKU029850,sku_description_29850,2,3,637.89,STH,Store B,07/16/2025,70958,32.973921,-107.089969,Shipped,07/20/2025
2220048,SKU017124,sku_description_17124,3,3,1922.79,STH,Store B,07/16/2025,70958,32.973921,-107.089969,Shipped,07/18/2025
2220048,SKU009923,sku_description_9923,4,2,970.28,STH,Store B,07/16/2025,70958,32.973921,-107.089969,Shipped,07/21/2025
2220048,SKU032791,sku_description_32791,5,1,8.51,STH,Store B,07/16/2025,70958,32.973921,-107.089969,Shipped,07/21/2025
2220048,SKU035626,sku_description_35626,6,4,2952.76,STH,Store B,07/16/2025,70958,32.973921,-107.089969,Shipped,07/19/2025
2220049,SKU042425,sku_description_42425,1,2,1005.86,BOPIS,Store D,08/21/2025,15222,40.4406,-79.9959,Shipped,08/23/2025
2220050,SKU001103,sku_description_1103,1,1,707.38,STH,Store H,07/06/2025,85701,30.938021,-89.11598,Shipped,07/10/2025
2220050,SKU004477,sku_description_4477,2,4,1345.84,STH,Store H,07/06/2025,85701,30.938021,-89.11598,Shipped,07/09/2025
2220050,SKU020826,sku_description_20826,3,4,976.72,STH,Store H,07/06/2025,85701,30.938021,-89.11598,Shipped,07/08/2025
2220050,SKU035414,sku_description_35414,4,1,482.23,STH,Store H,07/06/2025,85701,30.938021,-89.11598,Shipped,07/11/2025
2220050,SKU011367,sku_description_11367,5,1,337.48,STH,Store H,07/06/2025,85701,30.938021,-89.11598,Shipped,07/07/2025
2220051,SKU035381,sku_description_35381,1,2,1367.48,BOPIS,Store E,05/11/2025,30303,33.749,-84.388,Shipped,05/16/2025
2220051,SKU034197,sku_description_34197,2,1,343.03,BOPIS,Store E,05/11/2025,30303,33.749,-84.388,Shipped,05/15/2025
2220052,SKU024224,sku_description_24224,1,1,689.31,BOPIS,Store H,08/09/2025,33602,27.9506,-82.4572,Shipped,08/12/2025
2220052,SKU008118,sku_description_8118,2,4,784.08,BOPIS,Store H,08/09/2025,33602,27.9506,-82.4572,Shipped,08/10/2025
2220052,SKU000207,sku_description_207,3,1,83.87,BOPIS,Store H,08/09/2025,33602,27.9506,-82.4572,Shipped,08/11/2025
2220052,SKU031226,sku_description_31226,4,1,116.0,BOPIS,Store H,08/09/2025,33602,27.9506,-82.4572,Shipped,08/10/2025
2220052,SKU018818,sku_description_18818,5,3,310.2,BOPIS,Store H,08/09/2025,33602,27.9506,-82.4572,Shipped,08/13/2025
2220053,SKU039914,sku_description_39914,1,3,281.52,BOPIS,Store A,10/23/2025,55401,44.9833,-93.2667,Shipped,10/24/2025
2220053,SKU002148,sku_description_2148,2,3,864.51,BOPIS,Store A,10/23/2025,55401,44.9833,-93.2667,Shipped,10/26/2025
2220054,SKU036811,sku_description_36811,1,4,2203.72,STH,Store H,10/14/2025,40509,27.964373,-112.509102,Shipped,10/18/2025
2220054,SKU024457,sku_description_24457,2,3,1509.69,STH,Store H,10/14/2025,40509,27.964373,-112.509102,Shipped,10/17/2025
2220055,SKU010498,sku_description_10498,1,3,1419.96,STH,Store B,11/27/2025,55239,39.889649,-76.471289,Shipped,11/28/2025
2220055,SKU031177,sku_description_31177,2,3,1174.86,STH,Store B,11/27/2025,55239,39.889649,-76.471289,Shipped,11/28/2025
2220055,SKU002066,sku_description_2066,3,3,1888.98,STH,Store B,11/27/2025,55239,39.889649,-76.471289,Shipped,11/30/2025
2220055,SKU034683,sku_description_34683,4,4,1622.08,STH,Store B,11/27/2025,55239,39.889649,-76.471289,Shipped,11/28/2025
2220055,SKU028866,sku_description_28866,5,3,1859.13,STH,Store B,11/27/2025,55239,39.889649,-76.471289,Shipped,12/01/2025
2220056,SKU023473,sku_description_23473,1,2,1404.68,BOPIS,Store B,08/04/2025,60601,41.8837,-87.6233,Shipped,08/05/2025
2220056,SKU028271,sku_description_28271,2,1,231.16,BOPIS,Store B,08/04/2025,60601,41.8837,-87.6233,Shipped,08/08/2025
2220056,SKU004044,sku_description_4044,3,4,1986.6,BOPIS,Store B,08/04/2025,60601,41.8837,-87.6233,Shipped,08/05/2025
2220056,SKU037200,sku_description_37200,4,2,940.36,BOPIS,Store B,08/04/2025,60601,41.8837,-87.6233,Shipped,08/05/2025
2220057,SKU027411,sku_description_27411,1,2,918.7,STH,Store E,09/29/2025,84333,38.891965,-123.968732,Shipped,10/01/2025
2220057,SKU013751,sku_description_13751,2,1,65.79,STH,Store E,09/29/2025,84333,38.891965,-123.968732,Shipped,10/01/2025
2220057,SKU013742,sku_description_13742,3,4,269.8,STH,Store E,09/29/2025,84333,38.891965,-123.968732,Shipped,09/30/2025
2220057,SKU031751,sku_description_31751,4,1,235.14,STH,Store E,09/29/2025,84333,38.891965,-123.968732,Shipped,10/04/2025
2220059,SKU008334,sku_description_8334,1,4,1388.6,BOPIS,Store B,04/14/2025,60601,41.8837,-87.6233,Shipped,04/19/2025
2220063,SKU019131,sku_description_19131,1,4,778.08,BOPIS,Store A,01/14/2025,55401,44.9833,-93.2667,Shipped,01/17/2025
2220063,SKU026198,sku_description_26198,2,3,1466.19,BOPIS,Store A,01/14/2025,55401,44.9833,-93.2667,Shipped,01/19/2025
2220063,SKU021766,sku_description_21766,3,1,782.59,BOPIS,Store A,01/14/2025,55401,44.9833,-93.2667,Shipped,01/19/2025
2220063,SKU024072,sku_description_24072,4,4,295.48,BOPIS,Store A,01/14/2025,55401,44.9833,-93.2667,Shipped,01/19/2025
2220063,SKU030349,sku_description_30349,5,4,1701.6,BOPIS,Store A,01/14/2025,55401,44.9833,-93.2667,Shipped,01/17/2025
2220064,SKU016772,sku_description_16772,1,2,1431.92,STH,Store B,02/13/2025,38263,25.904581,-91.373202,Shipped,02/16/2025
2220064,SKU006310,sku_description_6310,2,4,2590.44,STH,Store B,02/13/2025,38263,25.904581,-91.373202,Shipped,02/18/2025
2220064,SKU021617,sku_description_21617,3,1,286.11,STH,Store B,02/13/2025,38263,25.904581,-91.373202,Shipped,02/17/2025
2220067,SKU023432,sku_description_23432,1,3,1196.82,STH,Store J,02/22/2025,36819,40.905992,-86.246108,Shipped,02/24/2025
2220067,SKU017510,sku_description_17510,2,4,2730.2,STH,Store J,02/22/2025,36819,40.905992,-86.246108,Shipped,02/24/2025
2220067,SKU007836,sku_description_7836,3,4,1464.64,STH,Store J,02/22/2025,36819,40.905992,-86.246108,Shipped,02/24/2025
2220067,SKU016747,sku_description_16747,4,1,674.45,STH,Store J,02/22/2025,36819,40.905992,-86.246108,Shipped,02/26/2025
2220067,SKU031788,sku_description_31788,5,3,128.52,STH,Store J,02/22/2025,36819,40.905992,-86.246108,Shipped,02/23/2025
2220067,SKU039533,sku_description_39533,6,1,786.31,STH,Store J,02/22/2025,36819,40.905992,-86.246108,Shipped,02/27/2025
2220067,SKU000690,sku_description_690,7,2,304.14,STH,Store J,02/22/2025,36819,40.905992,-86.246108,Shipped,02/23/2025
2220068,SKU017259,sku_description_17259,1,1,648.48,BOPIS,Store D,08/12/2025,15222,40.4406,-79.9959,Shipped,08/16/2025
2220068,SKU042989,sku_description_42989,2,3,1005.12,BOPIS,Store D,08/12/2025,15222,40.4406,-79.9959,Shipped,08/13/2025
2220069,SKU016068,sku_description_16068,1,4,660.08,STH,Store G,02/18/2025,70271,47.957723,-105.385156,Shipped,02/22/2025
2220069,SKU031264,sku_description_31264,2,4,2170.16,STH,Store G,02/18/2025,70271,47.957723,-105.385156,Shipped,02/21/2025
2220069,SKU028220,sku_description_28220,3,2,691.2,STH,Store G,02/18/2025,70271,47.957723,-105.385156,Shipped,02/21/2025
2220069,SKU018383,sku_description_18383,4,2,1538.58,STH,Store G,02/18/2025,70271,47.957723,-105.385156,Shipped,02/20/2025
2220070,SKU015286,sku_description_15286,1,4,2377.8,BOPIS,Store G,02/01/2025,32202,30.3322,-81.6557,Shipped,02/06/2025
2220070,SKU000192,sku_description_192,2,2,1436.16,BOPIS,Store G,02/01/2025,32202,30.3322,-81.6557,Shipped,02/02/2025
2220070,SKU004718,sku_description_4718,3,1,796.6,BOPIS,Store G,02/01/2025,32202,30.3322,-81.6557,Shipped,02/04/2025
2220070,SKU018174,sku_description_18174,4,2,137.26,BOPIS,Store G,02/01/2025,32202,30.3322,-81.6557,Shipped,02/03/2025
2220070,SKU003349,sku_description_3349,5,3,759.36,BOPIS,Store G,02/01/2025,32202,30.3322,-81.6557,Shipped,02/06/2025
2220070,SKU033089,sku_description_33089,6,4,2555.72,BOPIS,Store G,02/01/2025,32202,30.3322,-81.6557,Shipped,02/06/2025
2220070,SKU030524,sku_description_30524,7,1,465.87,BOPIS,Store G,02/01/2025,32202,30.3322,-81.6557,Shipped,02/06/2025
2220071,SKU018959,sku_description_18959,1,1,312.9,BOPIS,Store E,03/16/2025,30303,33.749,-84.388,Shipped,03/18/2025
2220071,SKU014793,sku_description_14793,2,4,2019.08,BOPIS,Store E,03/16/2025,30303,33.749,-84.388,Shipped,03/18/2025
2220071,SKU001916,sku_description_1916,3,4,2313.96,BOPIS,Store E,03/16/2025,30303,33.749,-84.388,Shipped,03/20/2025
2220071,SKU034208,sku_description_34208,4,2,1178.72,BOPIS,Store E,03/16/2025,30303,33.749,-84.388,Shipped,03/20/2025
2220071,SKU012251,sku_description_12251,5,1,535.28,BOPIS,Store E,03/16/2025,30303,33.749,-84.388,Shipped,03/20/2025
2220071,SKU002664,sku_description_2664,6,2,1086.44,BOPIS,Store E,03/16/2025,30303,33.749,-84.388,Shipped,03/18/2025
2220072,SKU001235,sku_description_1235,1,2,1044.76,BOPIS,Store H,07/24/2025,33602,27.9506,-82.4572,Shipped,07/27/2025
2220072,SKU034212,sku_description_34212,2,2,78.04,BOPIS,Store H,07/24/2025,33602,27.9506,-82.4572,Shipped,07/29/2025
2220072,SKU004691,sku_description_4691,3,2,594.4,BOPIS,Store H,07/24/2025,33602,27.9506,-82.4572,Shipped,07/25/2025
2220072,SKU027589,sku_description_27589,4,3,2202.93,BOPIS,Store H,07/24/2025,33602,27.9506,-82.4572,Shipped,07/26/2025
2220072,SKU014815,sku_description_14815,5,3,1419.9,BOPIS,Store H,07/24/2025,33602,27.9506,-82.4572,Shipped,07/26/2025
2220072,SKU028855,sku_description_28855,6,1,235.04,BOPIS,Store H,07/24/2025,33602,27.9506,-82.4572,Shipped,07/29/2025
2220073,SKU018206,sku_description_18206,1,2,517.02,BOPIS,Store J,08/29/2025,02108,42.3601,-71.0589,Shipped,09/02/2025
2220073,SKU042944,sku_description_42944,2,3,2317.17,BOPIS,Store J,08/29/2025,02108,42.3601,-71.0589,Shipped,09/01/2025
2220073,SKU025182,sku_description_25182,3,2,747.7,BOPIS,Store J,08/29/2025,02108,42.3601,-71.0589,Shipped,08/30/2025
2220074,SKU033837,sku_description_33837,1,1,32.52,BOPIS,Store G,01/27/2025,32202,30.3322,-81.6557,Shipped,01/31/2025
2220074,SKU014981,sku_description_14981,2,3,628.5,BOPIS,Store G,01/27/2025,32202,30.3322,-81.6557,Shipped,02/01/2025
